IDENTIFIER,NAME OF COMPANY,EXCHANGE,SYMBOL
RGIL,Rotographics (India) Ltd,BSE,RGIL.BO
LIKHAMI,Likhami Consulting Ltd,BSE,LIKHAMI.BO
MIL,Medico Intercontinental Ltd,BSE,MIL.BO
YASHCHEM,Yash Chemex Ltd,BSE,YASHCHEM.BO
MAXVIL,Max Ventures and Industries Ltd,BSE,MAXVIL.BO
ICICINV20,ICICI Prudential Nifty50 Value 20 ETF,BSE,ICICINV20.BO
BAZELINTER,Bazel International Ltd,BSE,BAZELINTER.BO
JLL,Jindal Leasefin Ltd,BSE,JLL.BO
TAALENT,TAAL Enterprises Ltd,BSE,TAALENT.BO
MGL,Mahanagar Gas Ltd,BSE,MGL.BO
ZEAL,Zeal Aqua Ltd,BSE,ZEAL.BO
QUESS,Quess Corp Ltd,BSE,QUESS.BO
DIGJAMLTD,Digjam Ltd,BSE,DIGJAMLTD.BO
ICICIMCAP,ICICI Prudential S&P BSE Midcap Select ETF,BSE,ICICIMCAP.BO
ASYL,Advance Syntex Ltd,BSE,ASYL.BO
HUIL,Hindusthan Urban Infrastructure Ltd,BSE,HUIL.BO
TITAANIUM,Titaanium Ten Enterprise Ltd,BSE,TITAANIUM.BO
COMSYN,Commercial Syn Bags Ltd,BSE,COMSYN.BO
CFEL,Confidence Futuristic Energetech Ltd,BSE,CFEL.BO
LLOYDSTEEL,Lloyds Steels Industries Ltd,BSE,LLOYDSTEEL.BO
KPL,Kwality Pharmaceuticals Ltd,BSE,KPL.BO
LTIM,LTIMindtree Ltd,BSE,LTIM.BO
EASTWEST,East West Holdings Ltd,BSE,EASTWEST.BO
BSLSENETFG,Aditya Birla Sun Life S&P BSE Sensex ETF,BSE,BSLSENETFG.BO
COLORCHIPS,Colorchips New Media Ltd,BSE,COLORCHIPS.BO
ADVENZYMES,Advanced Enzyme Technologies Ltd,BSE,ADVENZYMES.BO
LAHL,Ladam Affordable Housing Ltd,BSE,LAHL.BO
PTIL,Prabhat Technologies (India) Ltd,BSE,PTIL.BO
DBL,Dilip Buildcon Ltd,BSE,DBL.BO
SPAL,S.P. Apparels Ltd,BSE,SPAL.BO
BIGBLOC,Bigbloc Construction Ltd,BSE,BIGBLOC.BO
GOLDENCREST,Golden Crest Education & Services Ltd,BSE,GOLDENCREST.BO
ECS,ECS Biztech Ltd,BSE,ECS.BO
FRETAIL,Future Retail Ltd,BSE,FRETAIL.BO
RBLBANK,RBL Bank Ltd,BSE,RBLBANK.BO
AMS,AMS Polymers Ltd,BSE,AMS.BO
SHIVAEXPO,Shiva Granito Export Ltd,BSE,SHIVAEXPO.BO
BLS,BLS International Services Ltd,BSE,BLS.BO
MITSU,Mitsu Chem Plast Ltd,BSE,MITSU.BO
SPRAYKING,Sprayking Agro Equipment Ltd,BSE,SPRAYKING.BO
DHATRE,Dhatre Udyog Ltd,BSE,DHATRE.BO
GOVNOW,SAB Events & Governance Now Media Ltd,BSE,GOVNOW.BO
RSTL,Riddhi Steel and Tube Ltd,BSE,RSTL.BO
TVVISION,TV Vision Ltd,BSE,TVVISION.BO
VISCO,Visco Trade Associates Ltd,BSE,VISCO.BO
TIAANC,Tiaan Consumer Ltd,BSE,TIAANC.BO
LTTS,L&T Technology Services Ltd,BSE,LTTS.BO
GNA,G N A Axles Ltd,BSE,GNA.BO
RADHIKAJWE,Radhika Jeweltech Ltd,BSE,RADHIKAJWE.BO
SIIL,Sabrimala Industries India Ltd,BSE,SIIL.BO
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,BSE,ICICIPRULI.BO
IISL,Ishaan Infrastructures and Shelters Ltd,BSE,IISL.BO
ARCFIN,ARC Finance Ltd,BSE,ARCFIN.BO
HPL,HPL Electric & Power Ltd,BSE,HPL.BO
SAGARSOFT,Sagarsoft (India) Ltd,BSE,SAGARSOFT.BO
DRA,DRA Consultants Ltd,BSE,DRA.BO
VALIANTORG,Valiant Organics Ltd,BSE,VALIANTORG.BO
ACML,Aditya Consumer Marketing Ltd,BSE,ACML.BO
SHASHIJIT,Shashijit Infraprojects Ltd,BSE,SHASHIJIT.BO
BINDALEXPO,Bindal Exports Ltd,BSE,BINDALEXPO.BO
DIKSAT,Diksat Transworld Ltd,BSE,DIKSAT.BO
ENDURANCE,Endurance Technologies Ltd,BSE,ENDURANCE.BO
IDFSENSEXE,IDFC SENSEX ETF,BSE,IDFSENSEXE.BO
PURPLE,Purple Entertainment Ltd,BSE,PURPLE.BO
SUPRAP,Supra Pacific Management Consultancy Ltd,BSE,SUPRAP.BO
PNBHOUSING,PNB Housing Finance Ltd,BSE,PNBHOUSING.BO
SOUTHERNIN,Southern Infosys Ltd,BSE,SOUTHERNIN.BO
REGENCY,Regency Fincorp Ltd,BSE,REGENCY.BO
VBL,Varun Beverages Ltd,BSE,VBL.BO
SALEM,Salem Erode Investments Ltd,BSE,SALEM.BO
FRANKLININD,Franklin Industries Ltd,BSE,FRANKLININD.BO
LKPSEC,LKP Securities Ltd,BSE,LKPSEC.BO
OSIAJEE,Osiajee Texfab Ltd,BSE,OSIAJEE.BO
CMBL,Corporate Merchant Bankers Ltd,BSE,CMBL.BO
SFL,Sheela Foam Ltd,BSE,SFL.BO
EIKO,Eiko Lifesciences Ltd,BSE,EIKO.BO
AVL,Aditya Vision Ltd,BSE,AVL.BO
HEADSUP,Heads UP Ventures Ltd,BSE,HEADSUP.BO
TCIEXP,TCI Express Ltd,BSE,TCIEXP.BO
LAURUSLABS,Laurus Labs Ltd,BSE,LAURUSLABS.BO
NEWLIGHT,New Light Apparels Ltd,BSE,NEWLIGHT.BO
VSL,Veeram Securities Ltd,BSE,VSL.BO
MTPL,Marg Techno Projects Ltd,BSE,MTPL.BO
SHANGAR,Shangar Decor Ltd,BSE,SHANGAR.BO
GLCL,Globe Commercials Ltd,BSE,GLCL.BO
FLORACORP,Flora Corporation Ltd,BSE,FLORACORP.BO
TRU,TruCap Finance Ltd,BSE,TRU.BO
SKL,Super Fine Knitters Ltd,BSE,SKL.BO
RAIDEEPIND,Raideep Industries Ltd,BSE,RAIDEEPIND.BO
PRICOLLTD,Pricol Ltd,BSE,PRICOLLTD.BO
CFL,Classic Filaments Ltd,BSE,CFL.BO
JITFINFRA,JITF Infralogistics Ltd,BSE,JITFINFRA.BO
SUERYAAKNI,Sueryaa Knitwear Ltd,BSE,SUERYAAKNI.BO
TANVI,Tanvi Foods (India) Ltd,BSE,TANVI.BO
RMC,RMC Switchgears Ltd,BSE,RMC.BO
PARMAX,Parmax Pharma Ltd,BSE,PARMAX.BO
LLFICL,Leading Leasing Finance And Investment Company Ltd,BSE,LLFICL.BO
DANUBE,Danube Industries Ltd,BSE,DANUBE.BO
RADIOCITY,Music Broadcast Ltd,BSE,RADIOCITY.BO
DMART,Avenue Supermarts Ltd,BSE,DMART.BO
IFL,IFL Enterprises Ltd,BSE,IFL.BO
KDLL,KD Leisures Ltd,BSE,KDLL.BO
ONTIC,Ontic Finserve Ltd,BSE,ONTIC.BO
SMLT,Sarthak Metals Ltd,BSE,SMLT.BO
CHEMCRUX,Chemcrux Enterprises Ltd,BSE,CHEMCRUX.BO
MANOMAY,Manomay Tex India Ltd,BSE,MANOMAY.BO
MAXIMUS,Maximus International Ltd,BSE,MAXIMUS.BO
MANAS,Manas Properties Ltd,BSE,MANAS.BO
CLEDUCATE,CL Educate Ltd,BSE,CLEDUCATE.BO
PRIMEFRESH,Prime Fresh Ltd,BSE,PRIMEFRESH.BO
OCEANIC,Oceanic Foods Ltd,BSE,OCEANIC.BO
OCTAWARE,Octaware Technologies Ltd,BSE,OCTAWARE.BO
SHANKARA,Shankara Building Products Ltd,BSE,SHANKARA.BO
ESCORP,Escorp Asset Management Ltd,BSE,ESCORP.BO
PARMSILK,Parmeshwari Silk Mills Ltd,BSE,PARMSILK.BO
KMSMEDI,KMS Medisurgi Ltd,BSE,KMSMEDI.BO
CLFL,Classic Leasing & Finance Ltd,BSE,CLFL.BO
STARLENT,Starlineps Enterprises Ltd,BSE,STARLENT.BO
SCHAND,S Chand and Company Ltd,BSE,SCHAND.BO
KANUNGO,Kanungo Financiers Ltd,BSE,KANUNGO.BO
MEERA,Meera Industries Ltd,BSE,MEERA.BO
HUDCO,Housing & Urban Development Corporation Ltd,BSE,HUDCO.BO
PSPPROJECT,PSP Projects Ltd,BSE,PSPPROJECT.BO
BGJL,Bhakti Gems and Jewellery Ltd,BSE,BGJL.BO
YUG,Yug Decor Ltd,BSE,YUG.BO
VARIMAN,Variman Global Enterprises Ltd,BSE,VARIMAN.BO
STARCEMENT,Star Cement Ltd,BSE,STARCEMENT.BO
RIDDHICORP,Riddhi Corporate Services Ltd,BSE,RIDDHICORP.BO
TEJASNET,Tejas Networks Ltd,BSE,TEJASNET.BO
ERIS,Eris Lifesciences Ltd,BSE,ERIS.BO
CONTAINER,Containerway International Ltd,BSE,CONTAINER.BO
GTPL,GTPL Hathway Ltd,BSE,GTPL.BO
AUBANK,AU Small Finance Bank Ltd,BSE,AUBANK.BO
ICICILOVOL,ICICI Prudential Nifty 100 Low Volatility 30 ETF,BSE,ICICILOVOL.BO
GEL,Gautam Exim Ltd,BSE,GEL.BO
GGENG,G G Engineering Ltd,BSE,GGENG.BO
7NR,7NR Retail Ltd,BSE,7NR.BO
SALASAR,Salasar Techno Engineering Ltd,BSE,SALASAR.BO
GANGESSEC,Ganges Securities Ltd,BSE,GANGESSEC.BO
PALASHSEC,Palash Securities Ltd,BSE,PALASHSEC.BO
AVADHSUGAR,Avadh Sugar & Energy Ltd,BSE,AVADHSUGAR.BO
MAGADHSUGAR,Magadh Sugar & Energy Ltd,BSE,MAGADHSUGAR.BO
JIGAR,Jigar Cables Ltd,BSE,JIGAR.BO
CTCL,Captain Technocast Ltd,BSE,CTCL.BO
SINTEXPLAST,Sintex Plastics Technology Ltd,BSE,SINTEXPLAST.BO
GSTL,Globalspace Technologies Ltd,BSE,GSTL.BO
UTINEXT50,UTI Nifty Next 50 ETF,BSE,UTINEXT50.BO
SIS,SIS Ltd,BSE,SIS.BO
COCHINSHIP,Cochin Shipyard Ltd,BSE,COCHINSHIP.BO
SMSLIFE,SMS Lifesciences India Ltd,BSE,SMSLIFE.BO
KIOCL,KIOCL Ltd,BSE,KIOCL.BO
CHOTHANI,Chothani Foods Ltd,BSE,CHOTHANI.BO
SMRUTHIORG,Smruthi Organics Ltd,BSE,SMRUTHIORG.BO
ABCAPITAL,Aditya Birla Capital Ltd,BSE,ABCAPITAL.BO
APEX,Apex Frozen Foods Ltd,BSE,APEX.BO
SHISHIND,Shish Industries Ltd,BSE,SHISHIND.BO
ANG,ANG Lifesciences India Ltd,BSE,ANG.BO
DWL,Dhruv Wellness Ltd,BSE,DWL.BO
KCDGROUP,KCD Industries India Ltd,BSE,KCDGROUP.BO
DIXON,Dixon Technologies (India) Ltd,BSE,DIXON.BO
BRNL,Bharat Road Network Ltd,BSE,BRNL.BO
DCAL,Dishman Carbogen Amcis Ltd,BSE,DCAL.BO
LASA,Lasa Supergenerics Ltd,BSE,LASA.BO
PROCLB,Pro Clb Global Ltd,BSE,PROCLB.BO
MATRIMONY,Matrimony.com Ltd,BSE,MATRIMONY.BO
RELHOME,Reliance Home Finance Ltd,BSE,RELHOME.BO
CAPACITE,Capacite Infraprojects Ltd,BSE,CAPACITE.BO
SAGAR,Sagar Diamonds Ltd,BSE,SAGAR.BO
ICICIGI,ICICI Lombard General Insurance Company Ltd,BSE,ICICIGI.BO
PQIF,Polo Queen Industrial and Fintech Ltd,BSE,PQIF.BO
AKM,AKM Creations Ltd,BSE,AKM.BO
SBILIFE,SBI Life Insurance Company Ltd,BSE,SBILIFE.BO
DIAMONDYD,Prataap Snacks Ltd,BSE,DIAMONDYD.BO
SHAREINDIA,Share India Securities Ltd,BSE,SHAREINDIA.BO
TTFL,Trident Texofab Ltd,BSE,TTFL.BO
POOJA,Poojawestern Metaliks Ltd,BSE,POOJA.BO
SAYAJIIND,Sayaji Industries Ltd,BSE,SAYAJIIND.BO
VANTABIO,Vanta Bioscience Ltd,BSE,VANTABIO.BO
MEHAI,Mehai Technology Ltd,BSE,MEHAI.BO
IRIS,IRIS Business Services Ltd,BSE,IRIS.BO
SGRL,Shree Ganesh Remedies Ltd,BSE,SGRL.BO
STL,Shreeji Translogistics Ltd,BSE,STL.BO
GODREJAGRO,Godrej Agrovet Ltd,BSE,GODREJAGRO.BO
MASFIN,MAS Financial Services Ltd,BSE,MASFIN.BO
IEX,Indian Energy Exchange Ltd,BSE,IEX.BO
GICRE,General Insurance Corporation of India,BSE,GICRE.BO
KAARYAFSL,Kaarya Facilities and Services Ltd,BSE,KAARYAFSL.BO
SCPL,Sheetal Cool Products Ltd,BSE,SCPL.BO
TIINDIA,Tube Investments of India Ltd,BSE,TIINDIA.BO
NAM-INDIA,Nippon Life India Asset Management Ltd,BSE,NAM-INDIA.BO
MAHLOG,Mahindra Logistics Ltd,BSE,MAHLOG.BO
NIACL,The New India Assurance Company Ltd,BSE,NIACL.BO
IFGLEXPOR,IFGL Refractories Ltd,BSE,IFGLEXPOR.BO
KHADIM,Khadim India Ltd,BSE,KHADIM.BO
5PAISA,5paisa Capital Ltd,BSE,5PAISA.BO
HDFCLIFE,HDFC Life Insurance Company Ltd,BSE,HDFCLIFE.BO
SBRANDS,Sanghvi Brands Ltd,BSE,SBRANDS.BO
SHARIKA,Sharika Enterprises Ltd,BSE,SHARIKA.BO
ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,BSE,ICICIB22.BO
ASPIRA,Aspira Pathlab & Diagnostics Ltd,BSE,ASPIRA.BO
DNAMEDIA,Diligent Media Corporation Ltd,BSE,DNAMEDIA.BO
DYNAMIC,Dynamic Cables Ltd,BSE,DYNAMIC.BO
RATNABHUMI,Ratnabhumi Developers Ltd,BSE,RATNABHUMI.BO
SHALBY,Shalby Ltd,BSE,SHALBY.BO
FSC,Future Supply Chain Solutions Ltd,BSE,FSC.BO
MRCAGRO,MRC Agrotech Ltd,BSE,MRCAGRO.BO
DML,Diggi Multitrade Ltd,BSE,DML.BO
SADHNA,Sadhna Broadcast Ltd,BSE,SADHNA.BO
VITESSE,Vitesse Agro Ltd,BSE,VITESSE.BO
ASTRON,Astron Paper & Board Mill Ltd,BSE,ASTRON.BO
CHANDRIMA,Chandrima Mercantiles Ltd,BSE,CHANDRIMA.BO
RITHWIKFMS,Rithwik Facility Management Services Ltd,BSE,RITHWIKFMS.BO
7SEASL,7Seas Entertainment Ltd,BSE,7SEASL.BO
APOLLO,Apollo Micro Systems Ltd,BSE,APOLLO.BO
NEWGEN,Newgen Software Technologies Ltd,BSE,NEWGEN.BO
PRAXIS,Praxis Home Retail Ltd,BSE,PRAXIS.BO
AMBER,Amber Enterprises India Ltd,BSE,AMBER.BO
TIRUFOAM,Tirupati Foam Ltd,BSE,TIRUFOAM.BO
SRUSTEELS,SRU Steels Ltd,BSE,SRUSTEELS.BO
ASHOKAMET,Ashoka Metcast Ltd,BSE,ASHOKAMET.BO
GALAXYSURF,Galaxy Surfactants Ltd,BSE,GALAXYSURF.BO
GGL,Gautam Gems Ltd,BSE,GGL.BO
MEDICO,Medico Remedies Ltd,BSE,MEDICO.BO
GUJHYSPIN,Gujarat Hy-Spin Ltd,BSE,GUJHYSPIN.BO
LAL,Lorenzini Apparels Ltd,BSE,LAL.BO
KENVI,Kenvi Jewels Ltd,BSE,KENVI.BO
IWP,The Indian Wood Products Company Ltd,BSE,IWP.BO
TDSL,Tasty Dairy Specialities Ltd,BSE,TDSL.BO
BHATIA,Bhatia Communications & Retail (India) Ltd,BSE,BHATIA.BO
SHIVAMILLS,Shiva Mills Ltd,BSE,SHIVAMILLS.BO
ASTERDM,Aster DM Healthcare Ltd,BSE,ASTERDM.BO
YSL,The Yamuna Syndicate Ltd,BSE,YSL.BO
KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,BSE,KTINDF4RG.BO
KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,BSE,KTINDF4RD.BO
KTINDF4DG,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,BSE,KTINDF4DG.BO
KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,BSE,KTINDF4DD.BO
KANCOTEA,Kanco Tea & Industries Ltd,BSE,KANCOTEA.BO
ANGEL,Angel Fibers Ltd,BSE,ANGEL.BO
HGINFRA,H.G. Infra Engineering Ltd,BSE,HGINFRA.BO
INFLAME,Inflame Appliances Ltd,BSE,INFLAME.BO
BPLPHARMA,Bharat Parenterals Ltd,BSE,BPLPHARMA.BO
SHREESHAY,Shreeshay Engineers Ltd,BSE,SHREESHAY.BO
ACFL,Apex Capital And Finance Ltd,BSE,ACFL.BO
BDL,Bharat Dynamics Ltd,BSE,BDL.BO
ACTIVE,Active Clothing Co Ltd,BSE,ACTIVE.BO
RIDINGS,Ridings Consulting Engineers India Ltd,BSE,RIDINGS.BO
GOYALALUM,Goyal Aluminiums Ltd,BSE,GOYALALUM.BO
BANDHANBNK,Bandhan Bank Ltd,BSE,BANDHANBNK.BO
HAL,Hindustan Aeronautics Ltd,BSE,HAL.BO
KBCGLOBAL,KBC Global Ltd,BSE,KBCGLOBAL.BO
SANDHAR,Sandhar Technologies Ltd,BSE,SANDHAR.BO
YASHO,Yasho Industries Ltd,BSE,YASHO.BO
BENARA,Benara Bearings and Pistons Ltd,BSE,BENARA.BO
ISEC,ICICI Securities Ltd,BSE,ISEC.BO
MIDHANI,Mishra Dhatu Nigam Ltd,BSE,MIDHANI.BO
LEX,Lex Nimble Solutions Ltd,BSE,LEX.BO
OBCL,Orissa Bengal Carrier Ltd,BSE,OBCL.BO
TRL,Taylormade Renewables Ltd,BSE,TRL.BO
LEMONTREE,Lemon Tree Hotels Ltd,BSE,LEMONTREE.BO
CHEMFABALKA,Chemfab Alkalis Ltd,BSE,CHEMFABALKA.BO
HARDWYN,Hardwyn India Ltd,BSE,HARDWYN.BO
DLCL,Dr Lalchandani Labs Ltd,BSE,DLCL.BO
ORIENTELEC,Orient Electric Ltd,BSE,ORIENTELEC.BO
DHRUV,Dhruv Consultancy Services Ltd,BSE,DHRUV.BO
AKSHAR,Akshar Spintex Ltd,BSE,AKSHAR.BO
INDOUS,Indo Us Bio-Tech Ltd,BSE,INDOUS.BO
ICICI500,ICICI Prudential S&P BSE 500 ETF,BSE,ICICI500.BO
INDOSTAR,Indostar Capital Finance Ltd,BSE,INDOSTAR.BO
MILEFUR,Milestone Furniture Ltd,BSE,MILEFUR.BO
UHZAVERI,U. H. Zaveri Ltd,BSE,UHZAVERI.BO
PARVATI,Parvati Sweetners and Power Ltd,BSE,PARVATI.BO
MEGASTAR,Megastar Foods Ltd,BSE,MEGASTAR.BO
INNOVATORS,Innovators Facade Systems Ltd,BSE,INNOVATORS.BO
UCIL,Unifinz Capital India Ltd,BSE,UCIL.BO
ZIMLAB,Zim Laboratories Ltd,BSE,ZIMLAB.BO
AFFORDABLE,Affordable Robotic & Automation Ltd,BSE,AFFORDABLE.BO
DOLLAR,Dollar Industries Ltd,BSE,DOLLAR.BO
NGIL,Nakoda Group of Industries Ltd,BSE,NGIL.BO
PALMJEWELS,Palm Jewels Ltd,BSE,PALMJEWELS.BO
WAA,Waa Solar Ltd,BSE,WAA.BO
ADANIGREEN,Adani Green Energy Ltd,BSE,ADANIGREEN.BO
UNICK,Unick Fix-A-Form And Printers Ltd,BSE,UNICK.BO
SOLARA,Solara Active Pharma Sciences Ltd,BSE,SOLARA.BO
GAYAHWS,Gayatri Highways Ltd,BSE,GAYAHWS.BO
RITES,RITES Ltd,BSE,RITES.BO
FINEORG,Fine Organic Industries Ltd,BSE,FINEORG.BO
VARROC,Varroc Engineering Ltd,BSE,VARROC.BO
RAJNISH,Rajnish Wellness Ltd,BSE,RAJNISH.BO
HITECHWIND,Hi-Tech Winding Systems Ltd,BSE,HITECHWIND.BO
STRAEXPO,Sophia Traexpo Ltd,BSE,STRAEXPO.BO
RAWEDGE,Raw Edge Industrial Solutions Ltd,BSE,RAWEDGE.BO
TCNSBRANDS,TCNS Clothing Co. Ltd,BSE,TCNSBRANDS.BO
SUPERSHAKT,Supershakti Metaliks Ltd,BSE,SUPERSHAKT.BO
ASHNI,Ashnisha Industries Ltd,BSE,ASHNI.BO
GFIL,Ganesh Films India Ltd,BSE,GFIL.BO
HDFCAMC,HDFC Asset Management Company Ltd,BSE,HDFCAMC.BO
VIVANTA,Vivanta Industries Ltd,BSE,VIVANTA.BO
TINNATFL,Tinna Trade Ltd,BSE,TINNATFL.BO
CREDITACC,CreditAccess Grameen Ltd,BSE,CREDITACC.BO
AMINTAN,Amin Tannery Ltd,BSE,AMINTAN.BO
DEEP,Deep Polymers Ltd,BSE,DEEP.BO
SMEL,Sungold Media and Entertainment Ltd,BSE,SMEL.BO
ICICINXT50,ICICI Prudential Nifty Next 50 ETF,BSE,ICICINXT50.BO
ASRL,Add-Shop ERetail Ltd,BSE,ASRL.BO
SPACEINCUBA,Space Incubatrics Technologies Ltd,BSE,SPACEINCUBA.BO
SGIL,Synergy Green Industries Ltd,BSE,SGIL.BO
RANJEET,Ranjeet Mechatronics Ltd,BSE,RANJEET.BO
IRCON,IRCON International Ltd,BSE,IRCON.BO
SKYGOLD,Sky Gold Ltd,BSE,SKYGOLD.BO
SETFSN50,SBI - ETF - SENSEX NEXT 50,BSE,SETFSN50.BO
MACH,Mac Hotels Ltd,BSE,MACH.BO
MANORAMA,Manorama Industries Ltd,BSE,MANORAMA.BO
INNOVATIVE,Innovative Ideals and Services (India) Ltd,BSE,INNOVATIVE.BO
AAVAS,AAVAS Financiers Ltd,BSE,AAVAS.BO
GRSE,Garden Reach Shipbuilders & Engineers Ltd,BSE,GRSE.BO
AAL,A-1 Acid Ltd,BSE,AAL.BO
DOLFIN,Dolfin Rubbers Ltd,BSE,DOLFIN.BO
SHUBHAM,Shubham Polyspin Ltd,BSE,SHUBHAM.BO
AKI,AKI India Ltd,BSE,AKI.BO
SUNRETAIL,Sun Retail Ltd,BSE,SUNRETAIL.BO
SMGOLD,S. M. Gold Ltd,BSE,SMGOLD.BO
VIVIDM,Vivid Mercantile Ltd,BSE,VIVIDM.BO
BCPL,BCPL Railway Infrastructure Ltd,BSE,BCPL.BO
ATGL,Adani Total Gas Ltd,BSE,ATGL.BO
NETRIPPLES,Netripples Software Ltd,BSE,NETRIPPLES.BO
PHOSPHATE,The Phosphate Company Ltd,BSE,PHOSPHATE.BO
MAN50ETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),BSE,MAN50ETF.BO
TECHNOE,Techno Electric & Engineering Company Ltd,BSE,TECHNOE.BO
RONI,Roni Households Ltd,BSE,RONI.BO
SKIFL,Shree Krishna Infrastructure Ltd,BSE,SKIFL.BO
DGL,Diksha Greens Ltd,BSE,DGL.BO
ARYAN,Aryan Share and Stock Brokers Ltd,BSE,ARYAN.BO
NIVAKA,Nivaka Fashions Ltd,BSE,NIVAKA.BO
DALBHARAT,Dalmia Bharat Ltd,BSE,DALBHARAT.BO
ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,BSE,ABSLNN50ET.BO
NILASPACES,Nila Spaces Ltd,BSE,NILASPACES.BO
SRD,Shankar Lal Rampal Dye-Chem Ltd,BSE,SRD.BO
TREJHARA,Trejhara Solutions Ltd,BSE,TREJHARA.BO
DECCAN,Deccan Health Care Ltd,BSE,DECCAN.BO
AXITA,Axita Cotton Ltd,BSE,AXITA.BO
KPIGREEN,KPI Green Energy Ltd,BSE,KPIGREEN.BO
HIKLASS,Hi-Klass Trading and Investment Ltd,BSE,HIKLASS.BO
RPSGVENT,RPSG Ventures Ltd,BSE,RPSGVENT.BO
SPENCER,Spencers Retail Ltd,BSE,SPENCER.BO
GLOSTERLTD,Gloster Ltd,BSE,GLOSTERLTD.BO
XELPMOC,Xelpmoc Design and Tech Ltd,BSE,XELPMOC.BO
SPACAPS,SPA Capital Services Ltd,BSE,SPACAPS.BO
AARSHYAM,Aar Shyam India Investment Company Ltd,BSE,AARSHYAM.BO
RITCO,Ritco Logistics Ltd,BSE,RITCO.BO
CHALET,Chalet Hotels Ltd,BSE,CHALET.BO
ANMOL,Anmol India Ltd,BSE,ANMOL.BO
JONJUA,Jonjua Overseas Ltd,BSE,JONJUA.BO
KRANTI,Kranti Industries Ltd,BSE,KRANTI.BO
ANUP,The Anup Engineering Ltd,BSE,ANUP.BO
ARVINDFASN,Arvind Fashions Ltd,BSE,ARVINDFASN.BO
UTISXN50,UTI S&P BSE Sensex Next 50 ETF,BSE,UTISXN50.BO
AIHL,Ambassador Intra Holdings Ltd,BSE,AIHL.BO
JYOTIN,Jyot International Marketing Ltd,BSE,JYOTIN.BO
AGOL,Ashapuri Gold Ornament Ltd,BSE,AGOL.BO
AARTECH,Aartech Solonics Ltd,BSE,AARTECH.BO
HBEL,Humming Bird Education Ltd,BSE,HBEL.BO
MSTC,MSTC Ltd,BSE,MSTC.BO
ROOPSHRI,Roopshri Resorts Ltd,BSE,ROOPSHRI.BO
CHANDNIMACH,Chandni Machines Ltd,BSE,CHANDNIMACH.BO
NSL,Northern Spirits Ltd,BSE,NSL.BO
RVNL,Rail Vikas Nigam Ltd,BSE,RVNL.BO
METROPOLIS,Metropolis Healthcare Ltd,BSE,METROPOLIS.BO
KPITTECH,KPIT Technologies Ltd,BSE,KPITTECH.BO
POLYCAB,Polycab India Ltd,BSE,POLYCAB.BO
VRFILMS,V R Films & Studios Ltd,BSE,VRFILMS.BO
VIKASLIFE,Vikas Lifecare Ltd,BSE,VIKASLIFE.BO
NEOGEN,Neogen Chemicals Ltd,BSE,NEOGEN.BO
GKP,G. K. P. Printing & Packaging Ltd,BSE,GKP.BO
WORL,White Organic Retail Ltd,BSE,WORL.BO
EVANS,Evans Electric Ltd,BSE,EVANS.BO
BMW,BMW Industries Ltd,BSE,BMW.BO
AEPL,Artemis Electricals and Projects Ltd,BSE,AEPL.BO
MAHESH,Mahesh Developers Ltd,BSE,MAHESH.BO
CHCL,Cian Healthcare Ltd,BSE,CHCL.BO
DEL,Dhanashree Electronics Ltd,BSE,DEL.BO
HARISH,Harish Textile Engineers Ltd,BSE,HARISH.BO
PPL,Prakash Pipes Ltd,BSE,PPL.BO
DGCONTENT,Digicontent Ltd,BSE,DGCONTENT.BO
PARSHVA,Parshva Enterprises Ltd,BSE,PARSHVA.BO
ARL,Anand Rayons Ltd,BSE,ARL.BO
EARUM,Earum Pharmaceuticals Ltd,BSE,EARUM.BO
SBC,SBC Exports Ltd,BSE,SBC.BO
INDIAMART,IndiaMART InterMESH Ltd,BSE,INDIAMART.BO
CPML,City Pulse Multiplex Ltd,BSE,CPML.BO
SKIEL,SK International Export Ltd,BSE,SKIEL.BO
DCMNVL,DCM Nouvelle Ltd,BSE,DCMNVL.BO
ICICIBANKN,ICICI Prudential Nifty Bank ETF,BSE,ICICIBANKN.BO
SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,BSE,SNXT50BEES.BO
AFFLE,Affle (India) Ltd,BSE,AFFLE.BO
SEACOAST,Seacoast Shipping Services Ltd,BSE,SEACOAST.BO
ICICIBANKP,ICICI Prudential Nifty Private Bank ETF,BSE,ICICIBANKP.BO
SPANDANA,Spandana Sphoorty Financial Ltd,BSE,SPANDANA.BO
SWSOLAR,Sterling and Wilson Renewable Energy Ltd,BSE,SWSOLAR.BO
ALPHALOGIC,Alphalogic Techsys Ltd,BSE,ALPHALOGIC.BO
NOVATEOR,Novateor Research Laboratories Ltd,BSE,NOVATEOR.BO
360ONE,360 ONE WAM LTD,BSE,360ONE.BO
IIFLSEC,IIFL Securities Ltd,BSE,IIFLSEC.BO
